2018-11-12 09:14:16,OUT,2
2018-11-12 09:14:33,IN,2
2018-11-12 09:14:51,IN,4
2018-11-12 09:15:05,OUT,2
2018-11-12 09:15:34,IN,1
2018-11-12 09:16:14,IN,2
2018-11-12 09:16:21,IN,1
2018-11-12 09:16:24,OUT,1
2018-11-12 09:16:32,IN,1
2018-11-12 09:16:34,IN,4
2018-11-12 09:18:56,IN,1
2018-11-12 09:18:59,IN,3
2018-11-12 09:20:28,IN,3
2018-11-12 09:21:02,OUT,1
2018-11-12 09:21:08,OUT,1
2018-11-12 09:21:43,OUT,4
2018-11-12 09:22:03,IN,3
2018-11-12 09:23:31,IN,4
2018-11-12 09:23:32,IN,1
2018-11-12 09:23:48,IN,1
2018-11-12 09:24:08,IN,1
2018-11-12 09:24:27,IN,2
2018-11-12 09:24:29,OUT,4
2018-11-12 09:24:48,IN,3
2018-11-12 09:24:54,OUT,2
2018-11-12 09:25:01,IN,2
2018-11-12 09:25:11,IN,2
2018-11-12 09:26:01,IN,4
2018-11-12 09:26:21,OUT,1
2018-11-12 09:26:27,IN,2
2018-11-12 09:27:17,IN,2
2018-11-12 09:27:54,IN,2
2018-11-12 09:28:13,IN,3
2018-11-12 09:29:09,IN,4
2018-11-12 09:29:53,IN,2
2018-11-12 09:30:07,IN,2
2018-11-12 09:30:10,IN,3
2018-11-12 09:30:41,IN,2
2018-11-12 09:31:08,IN,3
2018-11-12 09:31:57,IN,4
2018-11-12 09:32:26,IN,1
2018-11-12 09:32:40,IN,1
2018-11-12 09:32:50,OUT,4
2018-11-12 09:33:01,IN,2
2018-11-12 09:33:26,IN,3
2018-11-12 09:34:04,IN,1
2018-11-12 09:34:08,IN,2
2018-11-12 09:34:10,IN,1
2018-11-12 09:34:39,IN,1
2018-11-12 09:34:46,IN,1
2018-11-12 09:34:51,IN,2
2018-11-12 09:34:56,OUT,3
2018-11-12 09:35:55,IN,2
2018-11-12 09:36:14,IN,4
2018-11-12 09:36:36,IN,1
2018-11-12 09:37:07,OUT,2
2018-11-12 09:37:20,IN,2
2018-11-12 09:37:30,OUT,4
2018-11-12 09:37:33,IN,4
2018-11-12 09:37:47,OUT,4
2018-11-12 09:38:00,IN,4
2018-11-12 09:38:30,OUT,1
2018-11-12 09:38:32,OUT,1
2018-11-12 09:38:36,IN,2
2018-11-12 09:39:21,OUT,2
2018-11-12 09:39:37,IN,3
2018-11-12 09:40:35,OUT,2
2018-11-12 09:40:58,IN,3
2018-11-12 09:41:51,IN,3
2018-11-12 09:42:18,IN,1
2018-11-12 09:42:39,IN,4
2018-11-12 09:42:45,IN,4
2018-11-12 09:42:47,IN,1
2018-11-12 09:43:00,IN,2
2018-11-12 09:43:16,IN,2
2018-11-12 09:43:46,OUT,1
2018-11-12 09:43:48,IN,4
2018-11-12 09:44:06,OUT,4
2018-11-12 09:44:49,IN,1
2018-11-12 09:45:02,IN,1
2018-11-12 09:45:51,IN,3
2018-11-12 09:46:09,IN,4
2018-11-12 09:46:23,IN,4
2018-11-12 09:46:49,IN,3
2018-11-12 09:47:44,IN,2
2018-11-12 09:47:53,IN,1
2018-11-12 09:48:06,IN,3
2018-11-12 09:48:07,IN,2
2018-11-12 09:48:19,IN,3
2018-11-12 09:48:22,IN,1
2018-11-12 09:48:34,OUT,1
2018-11-12 09:48:40,OUT,2
2018-11-12 09:48:58,IN,2
2018-11-12 09:49:08,OUT,3
2018-11-12 09:49:41,OUT,1
2018-11-12 09:49:50,OUT,4
2018-11-12 09:50:08,IN,1
2018-11-12 09:50:36,IN,2
2018-11-12 09:51:10,IN,3
2018-11-12 09:51:33,IN,4
2018-11-12 09:51:38,IN,1
2018-11-12 09:51:48,IN,3
2018-11-12 09:52:48,IN,4
2018-11-12 09:53:12,IN,4
2018-11-12 09:53:24,IN,3
2018-11-12 09:53:31,OUT,4
2018-11-12 09:54:00,IN,1
2018-11-12 09:54:11,IN,3
2018-11-12 09:54:11,OUT,2
2018-11-12 09:54:36,IN,1
2018-11-12 09:54:37,IN,3
2018-11-12 09:55:01,OUT,3
2018-11-12 09:55:21,OUT,4
2018-11-12 09:55:44,IN,4
2018-11-12 09:56:17,IN,2
2018-11-12 09:56:39,IN,2
2018-11-12 09:56:51,OUT,1
2018-11-12 09:57:39,IN,4
2018-11-12 09:58:28,IN,4
2018-11-12 09:58:32,IN,2
2018-11-12 09:58:38,IN,4
2018-11-12 10:00:41,IN,1
2018-11-12 10:02:42,IN,3
2018-11-12 10:02:59,IN,2
2018-11-12 10:05:29,IN,1
2018-11-12 10:05:57,OUT,2
2018-11-12 10:07:44,IN,3
2018-11-12 10:08:20,OUT,2
2018-11-12 10:08:47,IN,2
2018-11-12 10:09:04,OUT,4
2018-11-12 10:09:25,IN,1
2018-11-12 10:09:46,OUT,3
2018-11-12 10:09:52,OUT,3
2018-11-12 10:11:03,IN,2
2018-11-12 10:13:11,IN,3
2018-11-12 10:15:18,IN,1
2018-11-12 10:15:22,OUT,1
2018-11-12 10:15:55,OUT,4
2018-11-12 10:18:57,IN,2
2018-11-12 10:19:07,OUT,3
2018-11-12 10:19:34,OUT,2
2018-11-12 10:19:43,OUT,3
2018-11-12 10:19:49,OUT,4
2018-11-12 10:20:04,IN,1
2018-11-12 10:20:38,OUT,4
2018-11-12 10:21:16,OUT,2
2018-11-12 10:21:38,OUT,2
2018-11-12 10:22:24,IN,1
2018-11-12 10:22:26,IN,2
2018-11-12 10:22:36,OUT,2
2018-11-12 10:23:57,IN,3
2018-11-12 10:24:40,IN,4
2018-11-12 10:26:01,OUT,3
2018-11-12 10:26:38,OUT,1
2018-11-12 10:26:40,OUT,1
2018-11-12 10:28:34,IN,1
2018-11-12 10:28:35,IN,2
2018-11-12 10:28:50,IN,1
2018-11-12 10:29:00,IN,3
2018-11-12 10:29:40,IN,4
2018-11-12 10:29:45,IN,3
2018-11-12 10:29:49,IN,3
2018-11-12 10:30:02,IN,1
2018-11-12 10:30:19,OUT,2
2018-11-12 10:30:43,IN,1
2018-11-12 10:31:29,IN,4
2018-11-12 10:31:42,IN,4
2018-11-12 10:31:46,OUT,3
2018-11-12 10:32:13,IN,2
2018-11-12 10:32:37,OUT,2
2018-11-12 10:32:43,IN,4
2018-11-12 10:33:22,OUT,2
2018-11-12 10:33:40,IN,3
2018-11-12 10:33:46,IN,3
2018-11-12 10:33:58,IN,1
2018-11-12 10:33:58,OUT,4
2018-11-12 10:34:01,IN,3
2018-11-12 10:34:21,OUT,4
2018-11-12 10:34:27,IN,2
2018-11-12 10:34:37,OUT,2
2018-11-12 10:34:53,OUT,1
2018-11-12 10:35:52,IN,1
2018-11-12 10:36:01,IN,1
2018-11-12 10:36:26,IN,1
2018-11-12 10:36:27,IN,4
2018-11-12 10:36:50,OUT,3
2018-11-12 10:37:02,IN,4
2018-11-12 10:37:08,IN,3
2018-11-12 10:37:09,IN,1
2018-11-12 10:37:18,IN,1
2018-11-12 10:37:36,IN,3
2018-11-12 10:37:41,IN,1
2018-11-12 10:37:43,OUT,3
2018-11-12 10:37:46,IN,2
2018-11-12 10:37:54,OUT,2
2018-11-12 10:38:07,IN,3
2018-11-12 10:38:38,OUT,3
2018-11-12 10:38:52,OUT,2
2018-11-12 10:38:57,IN,2
2018-11-12 10:39:18,OUT,3
2018-11-12 10:39:32,IN,1
2018-11-12 10:39:47,OUT,3
2018-11-12 10:40:00,IN,4
2018-11-12 10:40:01,IN,4
2018-11-12 10:40:02,IN,3
2018-11-12 10:40:07,IN,2
2018-11-12 10:40:42,IN,4
2018-11-12 10:40:54,IN,4
2018-11-12 10:41:19,IN,4
2018-11-12 10:41:26,IN,3
2018-11-12 10:41:45,IN,4
2018-11-12 10:41:55,IN,1
2018-11-12 10:41:59,IN,4
2018-11-12 10:42:12,IN,1
2018-11-12 10:42:14,IN,4
2018-11-12 10:42:18,IN,2
2018-11-12 10:42:20,OUT,4
2018-11-12 10:42:23,OUT,3
2018-11-12 10:42:34,OUT,1
2018-11-12 10:42:39,IN,3
2018-11-12 10:42:40,IN,3
2018-11-12 10:43:13,OUT,1
2018-11-12 10:43:30,OUT,3
2018-11-12 10:43:35,IN,3
2018-11-12 10:43:55,IN,1
2018-11-12 10:44:05,IN,4
2018-11-12 10:44:17,IN,1
2018-11-12 10:44:31,IN,3
2018-11-12 10:45:03,IN,2
2018-11-12 10:45:08,IN,1
2018-11-12 10:45:13,OUT,2
2018-11-12 10:46:39,IN,4
2018-11-12 10:47:04,IN,1
2018-11-12 10:47:12,IN,1
2018-11-12 10:47:14,IN,1
2018-11-12 10:47:23,IN,2
2018-11-12 10:47:42,IN,1
2018-11-12 10:47:57,OUT,1
2018-11-12 10:48:00,IN,1
2018-11-12 10:48:20,IN,1
2018-11-12 10:48:32,IN,1
2018-11-12 10:48:32,IN,2
2018-11-12 10:48:47,IN,3
2018-11-12 10:48:50,OUT,2
2018-11-12 10:49:09,IN,2
2018-11-12 10:49:11,IN,1
2018-11-12 10:50:42,IN,1
2018-11-12 10:50:50,IN,3
2018-11-12 10:51:00,IN,4
2018-11-12 10:51:06,IN,3
2018-11-12 10:51:08,OUT,1
2018-11-12 10:51:19,IN,1
2018-11-12 10:51:24,IN,1
2018-11-12 10:51:32,OUT,4
2018-11-12 10:51:47,IN,2
2018-11-12 10:52:14,IN,4
2018-11-12 10:52:59,OUT,1
2018-11-12 10:53:13,IN,3
2018-11-12 10:53:24,IN,1
2018-11-12 10:54:05,IN,2
2018-11-12 10:54:07,IN,1
2018-11-12 10:54:09,IN,4
2018-11-12 10:55:23,IN,3
2018-11-12 10:56:10,IN,2
2018-11-12 10:56:13,IN,2
2018-11-12 10:56:22,IN,1
2018-11-12 10:56:45,IN,1
2018-11-12 10:56:59,OUT,4
2018-11-12 10:57:07,IN,2
2018-11-12 10:57:37,IN,4
2018-11-12 10:57:45,IN,3
2018-11-12 10:57:51,OUT,4
2018-11-12 10:58:03,IN,2
2018-11-12 10:58:25,IN,1
2018-11-12 10:58:47,IN,3
2018-11-12 10:58:53,IN,2
2018-11-12 10:58:56,IN,4
2018-11-12 10:59:04,IN,4
2018-11-12 10:59:05,IN,2
2018-11-12 10:59:34,IN,4
2018-11-12 10:59:41,IN,3
2018-11-12 10:59:48,IN,1
2018-11-12 10:59:49,OUT,2
2018-11-12 10:59:54,IN,4
2018-11-12 11:00:03,IN,3
2018-11-12 11:00:09,IN,1
2018-11-12 11:00:09,OUT,4
2018-11-12 11:00:36,IN,2
2018-11-12 11:00:36,IN,3
2018-11-12 11:00:48,IN,3
2018-11-12 11:01:04,IN,1
2018-11-12 11:01:17,IN,4
2018-11-12 11:01:40,OUT,4
2018-11-12 11:02:03,IN,2
2018-11-12 11:02:06,IN,4
2018-11-12 11:02:45,IN,1
2018-11-12 11:03:55,IN,4
2018-11-12 11:04:51,IN,2
2018-11-12 11:04:56,OUT,3
2018-11-12 11:05:04,IN,4
2018-11-12 11:05:16,IN,2
2018-11-12 11:05:28,OUT,3
2018-11-12 11:05:33,IN,3
2018-11-12 11:05:50,IN,4
2018-11-12 11:06:14,IN,3
2018-11-12 11:06:14,IN,2
2018-11-12 11:06:15,OUT,2
2018-11-12 11:06:18,IN,4
2018-11-12 11:06:23,IN,1
2018-11-12 11:06:47,IN,2
2018-11-12 11:06:50,IN,1
2018-11-12 11:07:43,OUT,1
2018-11-12 11:08:25,OUT,4
2018-11-12 11:08:43,IN,4
2018-11-12 11:08:55,IN,2
2018-11-12 11:09:09,IN,2
2018-11-12 11:09:25,IN,3
2018-11-12 11:09:45,OUT,2
2018-11-12 11:10:14,IN,2
2018-11-12 11:11:01,IN,4
2018-11-12 11:11:15,OUT,3
2018-11-12 11:11:20,IN,4
2018-11-12 11:11:25,OUT,2
2018-11-12 11:11:33,OUT,2
2018-11-12 11:11:54,OUT,4
2018-11-12 11:12:00,OUT,3
2018-11-12 11:12:04,IN,3
2018-11-12 11:12:11,OUT,3
2018-11-12 11:12:24,IN,3
2018-11-12 11:12:30,OUT,3
2018-11-12 11:12:31,IN,3
2018-11-12 11:13:05,OUT,4
2018-11-12 11:13:05,OUT,4
2018-11-12 11:13:19,OUT,3
2018-11-12 11:13:24,IN,1
2018-11-12 11:13:35,OUT,1
2018-11-12 11:13:54,OUT,3
2018-11-12 11:15:09,OUT,3
2018-11-12 11:15:11,IN,1
2018-11-12 11:15:12,OUT,4
2018-11-12 11:15:19,OUT,2
2018-11-12 11:15:46,IN,3
2018-11-12 11:15:52,OUT,4
2018-11-12 11:16:02,IN,1
2018-11-12 11:16:10,OUT,4
2018-11-12 11:16:48,IN,4
2018-11-12 11:16:53,IN,4
2018-11-12 11:17:01,OUT,3
2018-11-12 11:17:12,OUT,1
2018-11-12 11:17:14,IN,2
2018-11-12 11:17:32,IN,2
2018-11-12 11:18:04,OUT,4
2018-11-12 11:18:17,OUT,1
2018-11-12 11:18:39,OUT,1
2018-11-12 11:19:18,IN,2
2018-11-12 11:19:19,OUT,2
2018-11-12 11:19:24,IN,4
2018-11-12 11:19:38,IN,4
2018-11-12 11:19:48,IN,4
2018-11-12 11:19:54,IN,2
2018-11-12 11:20:14,OUT,2
2018-11-12 11:20:18,IN,1
2018-11-12 11:20:21,OUT,4
2018-11-12 11:20:33,OUT,1
2018-11-12 11:20:41,OUT,3
2018-11-12 11:20:48,IN,2
2018-11-12 11:20:59,IN,3
2018-11-12 11:21:06,OUT,1
2018-11-12 11:21:08,IN,1
2018-11-12 11:21:45,IN,3
2018-11-12 11:22:52,IN,1
2018-11-12 11:22:53,IN,1
2018-11-12 11:23:15,IN,1
2018-11-12 11:23:32,OUT,1
2018-11-12 11:24:14,OUT,4
2018-11-12 11:24:31,OUT,3
2018-11-12 11:24:50,OUT,1
2018-11-12 11:25:27,OUT,4
2018-11-12 11:26:02,OUT,4
2018-11-12 11:26:04,OUT,3
2018-11-12 11:26:32,IN,3
2018-11-12 11:26:39,OUT,2
2018-11-12 11:27:10,IN,2
2018-11-12 11:27:11,IN,3
2018-11-12 11:27:12,IN,1
2018-11-12 11:27:24,OUT,1
2018-11-12 11:27:27,IN,3
2018-11-12 11:27:31,IN,2
2018-11-12 11:27:31,OUT,2
2018-11-12 11:28:01,IN,1
2018-11-12 11:28:03,OUT,2
2018-11-12 11:28:16,IN,4
2018-11-12 11:28:21,IN,4
2018-11-12 11:29:00,IN,1
2018-11-12 11:29:30,IN,1
2018-11-12 11:29:33,IN,1
2018-11-12 11:29:37,OUT,3
2018-11-12 11:29:49,OUT,3
2018-11-12 11:30:05,OUT,4
2018-11-12 11:30:05,OUT,3
2018-11-12 11:30:11,OUT,2
2018-11-12 11:30:16,OUT,1
2018-11-12 11:30:19,OUT,4
2018-11-12 11:30:19,IN,4
2018-11-12 11:30:39,OUT,3
2018-11-12 11:30:59,IN,1
2018-11-12 11:31:00,OUT,4
2018-11-12 11:31:03,OUT,1
2018-11-12 11:31:04,OUT,4
2018-11-12 11:31:18,IN,2
2018-11-12 11:31:26,OUT,2
2018-11-12 11:31:27,OUT,4
2018-11-12 11:31:35,IN,1
2018-11-12 11:31:52,OUT,3
2018-11-12 11:31:59,IN,2
2018-11-12 11:32:00,OUT,4
2018-11-12 11:32:05,IN,1
2018-11-12 11:32:06,OUT,3
2018-11-12 11:32:37,IN,1
2018-11-12 11:32:38,OUT,2
2018-11-12 11:33:04,OUT,3
2018-11-12 11:33:19,IN,1
2018-11-12 11:33:33,IN,3
2018-11-12 11:33:36,IN,2
2018-11-12 11:34:12,IN,2
2018-11-12 11:34:15,IN,2
2018-11-12 11:34:36,OUT,1
2018-11-12 11:34:42,OUT,2
2018-11-12 11:34:49,OUT,1
2018-11-12 11:35:00,IN,3
2018-11-12 11:35:15,OUT,1
2018-11-12 11:35:19,OUT,3
2018-11-12 11:36:01,IN,4
2018-11-12 11:36:20,OUT,1
2018-11-12 11:36:27,OUT,3
2018-11-12 11:36:51,OUT,4
2018-11-12 11:37:09,OUT,4
2018-11-12 11:37:12,IN,4
2018-11-12 11:37:28,IN,2
2018-11-12 11:37:42,OUT,1
2018-11-12 11:37:49,IN,2
2018-11-12 11:37:54,OUT,2
2018-11-12 11:38:05,OUT,3
2018-11-12 11:38:15,OUT,1
2018-11-12 11:38:36,OUT,3
2018-11-12 11:38:39,IN,1
2018-11-12 11:38:54,OUT,1
2018-11-12 11:39:08,IN,1
2018-11-12 11:39:40,IN,3
2018-11-12 11:39:42,IN,4
2018-11-12 11:39:58,OUT,4
2018-11-12 11:40:37,OUT,2
2018-11-12 11:40:39,OUT,3
2018-11-12 11:40:51,IN,2
2018-11-12 11:41:02,IN,3
2018-11-12 11:41:08,OUT,1
2018-11-12 11:41:22,OUT,2
2018-11-12 11:41:37,OUT,2
2018-11-12 11:41:46,IN,2
2018-11-12 11:41:57,OUT,2
2018-11-12 11:42:11,OUT,1
2018-11-12 11:42:14,OUT,1
2018-11-12 11:42:50,OUT,4
2018-11-12 11:42:50,IN,1
2018-11-12 11:42:56,OUT,4
2018-11-12 11:43:02,IN,3
2018-11-12 11:43:14,IN,4
2018-11-12 11:43:23,IN,3
2018-11-12 11:43:30,OUT,2
2018-11-12 11:43:33,IN,1
2018-11-12 11:43:40,IN,1
2018-11-12 11:43:47,IN,1
2018-11-12 11:43:52,OUT,3
2018-11-12 11:44:03,OUT,2
2018-11-12 11:44:10,OUT,2
2018-11-12 11:44:12,IN,4
2018-11-12 11:44:17,IN,4
2018-11-12 11:44:19,IN,3
2018-11-12 11:44:28,IN,3
2018-11-12 11:44:40,IN,1
2018-11-12 11:44:46,OUT,4
2018-11-12 11:44:47,IN,4
2018-11-12 11:44:48,OUT,3
2018-11-12 11:44:52,IN,3
2018-11-12 11:45:04,IN,2
2018-11-12 11:45:16,OUT,4
2018-11-12 11:45:20,IN,1
2018-11-12 11:45:32,IN,1
2018-11-12 11:45:48,OUT,4
2018-11-12 11:45:55,IN,3
2018-11-12 11:45:57,OUT,3
2018-11-12 11:46:01,IN,4
2018-11-12 11:46:05,IN,1
2018-11-12 11:46:13,OUT,4
2018-11-12 11:46:16,OUT,3
2018-11-12 11:46:16,OUT,2
2018-11-12 11:46:25,OUT,4
2018-11-12 11:46:41,OUT,2
2018-11-12 11:46:42,OUT,4
2018-11-12 11:46:47,IN,2
2018-11-12 11:46:53,OUT,3
2018-11-12 11:47:05,IN,2
2018-11-12 11:47:13,OUT,2
2018-11-12 11:47:47,OUT,4
2018-11-12 11:47:58,OUT,3
2018-11-12 11:48:06,OUT,1
2018-11-12 11:48:17,IN,4
2018-11-12 11:48:23,OUT,4
2018-11-12 11:48:34,OUT,4
2018-11-12 11:48:36,OUT,3
2018-11-12 11:48:58,IN,4
2018-11-12 11:49:14,IN,2
2018-11-12 11:49:15,OUT,2
2018-11-12 11:49:17,OUT,2
2018-11-12 11:49:40,IN,3
2018-11-12 11:49:55,IN,3
2018-11-12 11:50:00,OUT,4
2018-11-12 11:50:01,OUT,3
2018-11-12 11:50:34,IN,3
2018-11-12 11:50:56,IN,3
2018-11-12 11:51:00,IN,2
2018-11-12 11:51:10,OUT,3
2018-11-12 11:51:23,OUT,3
2018-11-12 11:51:53,OUT,2
2018-11-12 11:52:11,OUT,1
2018-11-12 11:52:16,IN,3
2018-11-12 11:52:24,OUT,1
2018-11-12 11:52:24,IN,4
2018-11-12 11:52:31,IN,4
2018-11-12 11:52:34,OUT,1
2018-11-12 11:52:44,OUT,1
2018-11-12 11:52:45,OUT,3
2018-11-12 11:52:59,OUT,2
2018-11-12 11:53:17,IN,3
2018-11-12 11:53:27,OUT,4
2018-11-12 11:53:36,OUT,2
2018-11-12 11:53:48,OUT,3
2018-11-12 11:53:58,OUT,4
2018-11-12 11:54:00,IN,4
2018-11-12 11:54:02,OUT,4
2018-11-12 11:54:12,OUT,4
2018-11-12 11:54:24,OUT,4
2018-11-12 11:54:25,OUT,3
2018-11-12 11:54:33,IN,1
2018-11-12 11:54:38,OUT,3
2018-11-12 11:54:42,OUT,1
2018-11-12 11:55:02,IN,4
2018-11-12 11:55:24,OUT,2
2018-11-12 11:55:32,OUT,4
2018-11-12 11:55:43,OUT,4
2018-11-12 11:55:55,OUT,3
2018-11-12 11:55:57,IN,2
2018-11-12 11:55:58,OUT,1
2018-11-12 11:56:37,OUT,4
2018-11-12 11:56:37,IN,3
2018-11-12 11:56:45,IN,4
2018-11-12 11:56:46,OUT,2
2018-11-12 11:56:52,OUT,1
2018-11-12 11:57:07,IN,2
2018-11-12 11:57:13,IN,3
2018-11-12 11:57:46,IN,4
2018-11-12 11:57:46,IN,1
2018-11-12 11:57:54,OUT,2
2018-11-12 11:57:58,OUT,1
2018-11-12 11:58:09,OUT,2
2018-11-12 11:58:13,OUT,1
2018-11-12 11:58:15,IN,2
2018-11-12 11:58:18,OUT,4
2018-11-12 11:58:21,IN,4
2018-11-12 11:58:28,OUT,1
2018-11-12 11:58:36,OUT,2
2018-11-12 11:59:16,OUT,2
2018-11-12 11:59:19,IN,2
2018-11-12 11:59:37,OUT,1
2018-11-12 11:59:38,IN,2
2018-11-12 12:00:01,OUT,2
2018-11-12 12:00:17,IN,4
2018-11-12 12:00:57,IN,1
2018-11-12 12:01:00,OUT,3
2018-11-12 12:01:11,OUT,4
2018-11-12 12:01:21,IN,4
2018-11-12 12:01:36,IN,3
2018-11-12 12:01:47,OUT,3
2018-11-12 12:02:02,IN,2
2018-11-12 12:02:10,OUT,1
2018-11-12 12:02:15,OUT,3
2018-11-12 12:02:23,IN,4
2018-11-12 12:02:51,IN,4
2018-11-12 12:02:56,OUT,3
2018-11-12 12:03:00,OUT,2
2018-11-12 12:03:08,OUT,4
2018-11-12 12:03:09,OUT,2
2018-11-12 12:03:30,IN,4
2018-11-12 12:03:31,IN,3
2018-11-12 12:03:31,IN,3
2018-11-12 12:03:35,IN,4
2018-11-12 12:03:42,OUT,4
2018-11-12 12:03:48,IN,3
2018-11-12 12:03:49,IN,1
2018-11-12 12:03:52,OUT,2
2018-11-12 12:03:52,IN,3
2018-11-12 12:04:14,IN,1
2018-11-12 12:04:19,IN,2
2018-11-12 12:04:22,IN,1
2018-11-12 12:04:40,IN,1
2018-11-12 12:05:11,IN,1
2018-11-12 12:05:29,OUT,4
2018-11-12 12:05:33,IN,3
2018-11-12 12:05:45,IN,1
2018-11-12 12:05:48,IN,2
2018-11-12 12:05:53,OUT,4
2018-11-12 12:05:54,OUT,3
2018-11-12 12:06:05,OUT,4
2018-11-12 12:06:21,IN,1
2018-11-12 12:06:30,OUT,4
2018-11-12 12:06:35,OUT,3
2018-11-12 12:06:37,OUT,1
2018-11-12 12:07:05,IN,3
2018-11-12 12:07:14,OUT,2
2018-11-12 12:07:19,OUT,3
2018-11-12 12:07:26,IN,3
2018-11-12 12:07:32,IN,1
2018-11-12 12:07:36,OUT,1
2018-11-12 12:07:58,IN,4
2018-11-12 12:08:07,OUT,3
2018-11-12 12:09:05,IN,1
2018-11-12 12:09:35,IN,3
2018-11-12 12:09:46,IN,4
2018-11-12 12:10:03,OUT,1
